Timestamp,SR.No,Text,Sentiment,Username,Platform,Hashtags,Retweets,Likes,Country,Sentiment_score
2019-09-19 03:30:00,311," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Negative, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,-0.4215
2023-07-14 23:00:00,312," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",Negative, DarkWhispers , Twitter , #Fearful #SpecterOfTheUnknown ,13,26, UK ,-0.743
2020-04-05 16:20:00,313," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",Negative, LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10,20, India ,-0.7717
2021-11-29 08:45:00,314," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",Negative, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20,40, USA ,-0.5859
2019-12-12 17:00:00,315," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",Negative, VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16,32, Australia ,-0.7269
2022-05-20 14:50:00,316," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",Negative, FragileTrust , Instagram , #Devastated #ShatteredTrust ,25,50, Canada ,-0.8555
2020-09-03 12:15:00,317," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",Negative, BrokenThreads , Facebook , #Frustrated #SlippingThreads ,14,28, UK ,-0.6124
2021-02-10 19:30:00,318," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",Negative, SuccessPill , Twitter , #Envious #BitterPill ,20,40, USA ,-0.0516
2018-08-18 14:40:00,319," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Negative, CurtainShield , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,-0.2732
2022-02-28 21:00:00,320," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",Negative, FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8,16, Canada ,-0.5994
2019-10-15 10:30:00,321," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",Negative, IcyResentment , Twitter , #Bitterness #IciclesOfResentment ,15,30, UK ,-0.8316
2017-12-01 18:50:00,322," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",Negative, SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18,36, USA ,-0.743
2020-04-18 16:15:00,323," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",Positive, VanishedSunset , Facebook , #Yearning #HuesOfSunset ,10,20, Australia ,0.428
2023-01-07 03:30:00,324," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",Negative, NightPrisoner , Twitter , #Fearful #LurkingMonsters ,18,36, India ,-0.9382
2021-06-10 10:00:00,325," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",Negative, WindWhisperer , Instagram , #Apprehensive #StormOfDoubt ,14,28, Canada ,-0.5994
2020-02-22 15:20:00,326," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",Negative, MazeExplorer , Facebook , #Overwhelmed #MinotaurOfPressure ,22,44, USA ,-0.2023
2018-03-17 14:45:00,327," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",Negative, WoundedGarden , Twitter , #Jealous #BloomingAchievements ,16,32, UK ,-0.6808
2022-10-28 11:15:00,328," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Negative, RuinedHeart , Instagram , #Devastated #EchoesOfShatteredDreams ,25,50, Australia ,-0.8074
2020-11-01 12:30:00,329," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",Negative, KnotUntangler , Facebook , #Frustrated #LabyrinthOfMiscommunication ,14,28, India ,-0.6808
2021-01-15 22:10:00,330," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",Positive, ElusiveKeys , Twitter , #Envious #DesireForKeys ,20,40, USA ,0.6597
2018-08-18 14:00:00,331," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Negative, IndifferentFort , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,-0.2732
2022-01-07 11:10:00,332," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Negative, DreamMosaic , Twitter , #Frustrated #MosaicOfDisappointment ,15,30, Canada ,-0.6486
2019-09-19 03:30:00,333," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Negative, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,-0.4215
2022-04-03 06:15:00,334,Awe-struck by the breathtaking sunrise over the mountains.      ,Positive, NatureAdmirer  , Instagram , #Awe #BreathtakingSunrise                   ,28,55, USA               ,0.4588
2023-10-12 10:30:00,335,Navigating through the challenges with determination.          ,Positive, GoalPursuer    , Twitter  , #Determination #Challenges                  ,15,30, Canada            ,0.4588
2019-06-28 19:00:00,336,Nostalgia hits while flipping through an old photo album.     ,Neutral, MemoryLane     , Facebook , #Nostalgia #OldMemories                     ,22,45, UK                ,0.0
2020-09-15 14:45:00,337,Thrilled to witness the grandeur of a cultural festival.       ,Positive, CultureEnthusiast , Instagram , #Thrill #CulturalCelebration              ,40,80, India              ,0.8591
2017-11-08 21:20:00,338,Calmness found in the rhythm of raindrops on the windowpane.   ,Positive, RainWatcher    , Twitter  , #Calmness #RainyDays                        ,18,35, Australia          ,0.4019
2021-05-20 17:30:00,339,Overwhelmed by the support received during a personal challenge.,Positive, PersonalJourney , Facebook , #Overwhelmed #SupportiveCommunity          ,25,50, USA               ,0.4939
2023-01-10 12:00:00,340,Excitement builds as the countdown to a long-awaited vacation begins. ,Positive, VacationDreamer , Instagram , #Excitement #VacationCountdown        ,30,60, France            ,0.4939
2018-12-05 08:45:00,341,"Reflecting on life's journey, grateful for the lessons learned. ",Positive, LifeLearner   , Twitter  , #Gratitude #LifeLessons                    ,35,70, Brazil            ,0.4588
2020-03-15 18:30:00,342,Bittersweet emotions arise while bidding farewell to a dear friend. ,Positive, FarewellSender , Instagram , #Bittersweet #Farewell                     ,20,40, Japan             ,0.6705
2016-08-22 15:10:00,343,Curiosity sparked by exploring a mysterious ancient ruin.      ,Negative, HistoryExplorer , Facebook , #Curiosity #AncientDiscovery          ,18,35, Greece            ,-0.5859
2019-08-20 16:00:00,344,Admiration for the intricate details of a handcrafted masterpiece. ,Positive, CraftEnthusiast , Instagram , #Admiration #HandcraftedArt               ,25,50, USA               ,0.8481
2021-12-08 19:30:00,345,Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,Positive, WinterLover     , Twitter  , #Overjoyed #WinterWarmth                  ,18,35, Canada            ,0.7717
2020-06-10 20:45:00,346,Inspiration strikes while observing the colors of a vibrant sunset.,Positive, SunsetWatcher   , Instagram , #Inspiration #ColorfulSunset             ,30,60, UK                ,0.6486
2022-02-28 07:15:00,347,Motivated to achieve fitness goals after an invigorating workout.  ,Positive, FitnessJunkie   , Facebook , #Motivation #FitnessGoals                 ,40,80, Australia          ,0.802
2017-04-15 08:00:00,348,Gratitude for the simple joys found in a cup of morning coffee.    ,Positive, CoffeeLover     , Twitter  , #Gratitude #MorningCoffee                 ,22,45, India             ,0.7579
2018-09-05 14:20:00,349,Feeling empowered after conquering a challenging hiking trail.     ,Positive, HikingExplorer  , Instagram , #Empowerment #HikingAdventure             ,35,70, USA               ,0.2732
2022-10-22 12:45:00,350,Amused by the antics of playful kittens during playtime.           ,Positive, KittyObserver   , Facebook , #Amusement #PlayfulKittens               ,15,30, Canada            ,0.6908
2016-07-02 23:30:00,351,Contemplating life's mysteries under the starry night sky.         ,Neutral, Stargazer       , Twitter  , #Contemplation #StarryNight               ,28,55, UK                ,0.0
2020-11-18 17:10:00,352,Joyful reunion with long-lost friends after years of separation.   ,Positive, FriendshipRenewal , Instagram , #JoyfulReunion #Friendship               ,20,40, India             ,0.7906
2023-03-05 15:00:00,353,Excitement builds while preparing for a surprise celebration.     ,Positive, CelebrationPlanner , Facebook , #Excitement #SurpriseCelebration         ,30,60, Australia          ,0.6486
2015-12-01 11:30:00,354,Satisfaction derived from successfully completing a DIY project.  ,Positive, DIYEnthusiast   , Twitter  , #Satisfaction #DIYProject                 ,25,50, USA               ,0.7269
2021-09-10 09:45:00,355,Feeling blessed for the supportive community in times of need.    ,Positive, CommunityHelper , Instagram , #Blessed #SupportiveCommunity            ,18,35, UK                ,0.765
2018-05-12 14:20:00,356,Captivated by the serenity of a tranquil garden in full bloom.     ,Positive, GardenEnthusiast , Facebook , #Serenity #TranquilGarden                ,22,45, Canada            ,0.4215
2022-07-25 10:00:00,357,Anticipation for an upcoming adventure in an exotic destination.   ,Positive, Wanderlust      , Twitter  , #Anticipation #AdventureAwaits           ,40,80, India             ,0.4019
2019-03-08 18:30:00,358,Reflecting on personal growth achieved through life experiences.  ,Positive, GrowthSeeker    , Instagram , #Reflection #PersonalGrowth              ,35,70, USA               ,0.3818
2017-01-28 21:15:00,359,Nostalgic memories flood in while revisiting childhood favorites. ,Positive, ChildhoodMemories , Facebook , #Nostalgia #ChildhoodFavorites           ,20,40, Australia          ,0.4215
2016-11-14 13:45:00,360,Appreciation for the vibrant culture experienced during travel.   ,Positive, CultureExplorer , Twitter  , #Appreciation #CulturalExperience        ,28,55, UK                ,0.7717
2020-04-02 17:30:00,361,Confidence soars after overcoming public speaking anxiety.       ,Positive, PublicSpeaker   , Instagram , #Confidence #OvercomingAnxiety          ,15,30, USA               ,0.3818
2023-01-15 19:00:00,362,Contentment in the midst of a family gathering filled with laughter. ,Positive, FamilyCelebration , Facebook , #Contentment #FamilyLaughter             ,25,50, Canada            ,0.6908
2018-08-07 12:15:00,363,Enthusiasm for learning new skills and expanding knowledge.      ,Positive, LifelongLearner , Twitter  , #Enthusiasm #SkillBuilding               ,30,60, India             ,0.4404
2019-10-18 16:45:00,364,Surprise and delight at discovering a hidden gem in the city.    ,Positive, CityExplorer    , Instagram , #Surprise #HiddenGem                      ,18,35, UK                ,0.7184
2022-06-30 07:00:00,365,A sense of accomplishment after completing a challenging workout.,Positive, FitnessAchiever , Facebook , #Accomplishment #FitnessSuccess         ,22,45, Australia          ,0.1531
2017-06-12 18:20:00,366,Wonderment at the beauty of a double rainbow after the rain.     ,Positive, RainbowChaser   , Twitter  , #Wonderment #DoubleRainbow               ,35,70, USA               ,0.5859
2021-07-05 09:30:00,367,Optimism for a bright future amidst challenging times.           ,Positive, FutureOptimist  , Instagram , #Optimism #BrightFuture                  ,20,40, Canada            ,0.7906
2016-04-15 14:50:00,368,Pride in achieving a personal milestone in career progression.   ,Positive, CareerAchiever  , Facebook , #Pride #CareerMilestone                  ,28,55, UK                ,0.34
2020-02-10 11:15:00,369,Happiness blooms like flowers in a garden on a sunny day.        ,Positive, SunnyDayEnthusiast , Twitter  , #Happiness #SunnyDay                      ,15,30, India             ,0.836
2018-09-22 16:30:00,370,Elation over discovering a rare book in a quaint bookstore.      ,Positive, Bookworm        , Instagram , #Elation #RareBookDiscovery              ,40,80, USA               ,0.3612
2015-11-08 10:00:00,371,Curiosity piqued by the mysteries of an ancient archaeological site.,Neutral, ArchaeologyEnthusiast , Facebook , #Curiosity #AncientMysteries            ,18,35, Australia          ,0.0258
2022-08-10 22:00:00,372,Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,Neutral, NightSkyObserver , Instagram , #Enchantment #CosmicFireflies             ,25,50, Brazil           ,0.0
2019-04-05 17:30:00,373,Intrigued by the symphony of colors in an abstract art exhibition. ,Neutral, ArtConnoisseur  , Twitter  , #Intrigue #AbstractArt                   ,18,35, France           ,0.0
2020-12-15 15:45:00,374,Giggles and joy echo in the air during a children's playdate.      ,Positive, PlayfulParent   , Facebook , #PlayfulJoy #ChildrensPlaydate           ,22,45, Japan            ,0.6808
2017-10-20 08:15:00,375,Enveloped in serenity while practicing mindfulness by the lake.    ,Neutral, ZenSeeker       , Instagram , #Mindfulness #LakeTranquility            ,35,70, Canada           ,0.0
2021-02-28 13:00:00,376,Chasing dreams like a kite soaring high in the vast open sky.      ,Positive, SkyDreamer      , Twitter  , #DreamChaser #SkyHighDreams              ,30,60, Australia         ,0.6369
2018-06-12 20:30:00,377,Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,Positive, DanceEnthusiast , Facebook , #Elegance #BallroomDance                ,28,55, UK               ,0.4767
2016-03-08 14:20:00,378,Whimsical delight in a world of fairy tales and magical creatures.  ,Positive, FairyTaleExplorer , Instagram , #Whimsy #MagicalWorld                    ,20,40, USA             ,0.6369
2023-04-18 17:10:00,379,Pensive contemplation amid the ancient ruins of a forgotten civilization. ,Negative, RuinsExplorer   , Twitter  , #Pensive #AncientCivilization           ,18,35, Greece           ,-0.5423
2020-07-25 12:45:00,380,Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,Positive, RollercoasterFan , Facebook , #Thrill #RollercoasterAdventure        ,22,45, Germany         ,0.6369
2019-11-30 19:30:00,381,Harmony resonates as musicians play a melody of unity and togetherness. ,Positive, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,0.6249
2015-09-01 16:00:00,382,A burst of creativity in the quiet solitude of an artist's studio.  ,Positive, StudioArtist    , Twitter  , #Creativity #ArtistsHaven               ,15,30, Italy           ,0.3818
2022-05-05 10:15:00,383,Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,Positive, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,0.7845
2018-07-08 23:00:00,384,A sense of wonder at the vastness of the cosmos on a stargazing night. ,Neutral, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,0.0
2021-09-20 14:30:00,385,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Neutral, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,0.0
2016-11-15 11:45:00,386,Whispers of inspiration from the rustling leaves in a serene forest. ,Positive, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,0.7506
2020-01-12 18:00:00,387,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Positive, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,0.4588
2017-12-28 19:15:00,388,Heartfelt gratitude for the laughter shared during a family reunion. ,Positive, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,0.9081
2019-03-02 20:20:00,389,"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Positive, CulinaryExplorer , Twitter  , #Adventure #CulinaryJourney             ,35,70, Belgium         ,0.3182
2022-06-08 15:30:00,390,Euphoria floods in as the final puzzle piece clicks into place.       ,Positive, PuzzleSolver    , Instagram , #Euphoria #PuzzleCompletion            ,20,40, Denmark         ,0.6486
2018-08-18 14:45:00,391,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,Positive, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,0.6124
2022-08-10 22:00:00,392,Captivated by the ethereal beauty of a field filled with fireflies. ,Positive, NightSkyObserver , Instagram , #Enchantment #FireflyField              ,25,50, Brazil           ,0.7506
2019-04-05 17:30:00,393,Immersed in the enchanting melodies of a street musician's violin. ,Neutral, MusicLover      , Twitter  , #Melodic #StreetMusic                   ,18,35, France           ,0.0
2020-12-15 15:45:00,394,Joyful laughter resonates through a lively summer carnival.         ,Positive, CarnivalGoer    , Facebook , #FestiveJoy #SummerCarnival             ,22,45, Japan            ,0.875
2017-10-20 08:15:00,395,Exploring the universe within during a mindful meditation session. ,Neutral, MindfulExplorer , Instagram , #InnerJourney #MeditationBliss          ,35,70, Canada           ,0.0
2021-02-28 13:00:00,396,Soaring like a free spirit on the winds of a coastal cliff.        ,Positive, CoastalExplorer , Twitter  , #Freedom #CoastalAdventure              ,30,60, Australia         ,0.7579
2018-06-12 20:30:00,397,Dazzled by the elegance of a masquerade ball's dazzling costumes. ,Positive, MasqueradeAttendee , Facebook , #Dazzle #MasqueradeElegance            ,28,55, UK               ,0.4767
2016-03-08 14:20:00,398,Whimsical delight in a world of whimsical fairy tales.             ,Positive, FairyTaleAdventurer , Instagram , #Whimsy #FairyTaleMagic                 ,20,40, USA             ,0.6705
2023-04-18 17:10:00,399,Reflective contemplation amid the ruins of a forgotten era.        ,Negative, RuinsExplorer   , Twitter  , #Reflection #ForgottenEra               ,18,35, Greece           ,-0.5859
2020-07-25 12:45:00,400,Riding the adrenaline rush on a rollercoaster's wild twists.      ,Neutral, ThrillSeeker    , Facebook , #Adrenaline #RollercoasterThrills      ,22,45, Germany         ,0.0
2019-11-30 19:30:00,401,Harmony resonates as musicians play a symphony of unity.           ,Positive, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,0.6249
2015-09-01 16:00:00,402,A burst of artistic creativity in the quietude of an artist's studio. ,Positive, StudioArtist    , Twitter  , #ArtisticBurst #StudioCreativity       ,15,30, Italy           ,0.3818
2022-05-05 10:15:00,403,Radiant joy akin to blossoming flowers on a sunlit spring morning. ,Positive, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,0.7845
2018-07-08 23:00:00,404,Awe-inspired by the vastness of the cosmos on a stargazing night.   ,Neutral, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,0.0
2021-09-20 14:30:00,405,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Neutral, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,0.0
2016-11-15 11:45:00,406,Whispers of inspiration from the rustling leaves in a serene forest. ,Positive, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,0.7506
2020-01-12 18:00:00,407,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Positive, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,0.4588
2017-12-28 19:15:00,408,Heartfelt gratitude for the laughter shared during a family reunion. ,Positive, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,0.9081
2019-03-02 20:20:00,409,"Embarking on a culinary odyssey, savoring flavors around the world. ",Neutral, CulinaryExplorer , Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35,70, Belgium         ,0.0
2022-06-08 15:30:00,410,Euphoria floods in as the final puzzle piece fits perfectly.       ,Positive, PuzzleSolver    , Instagram , #Euphoria #PerfectPuzzle               ,20,40, Denmark         ,0.8591
2018-08-18 14:45:00,411,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,Positive, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,0.6124
2015-11-08 10:00:00,412,Curiosity awakened by the mysteries of an ancient archaeological site. ,Neutral, ArchaeologyEnthusiast , Instagram , #Curiosity #AncientMysteries          ,18,35, Australia ,0.0
2020-12-02 17:30:00,413,Giddy with excitement as the first snowflakes dance from the sky. ,Positive, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22,45, Canada         ,0.3818
2017-06-10 12:15:00,414,Contentment envelops as the aroma of freshly baked bread fills the air. ,Positive, BreadLover     , Instagram , #Contentment #FreshBreadAroma          ,28,55, France          ,0.3612
2021-04-15 14:20:00,415,Inspired by the resilience of a lone tree standing tall in a storm. ,Positive, NatureResilient , Facebook , #Resilience #StandingTall              ,35,70, USA             ,0.2732
2019-09-28 19:45:00,416,"Lost in the pages of a captivating novel, transported to another world. ",Neutral, Bookworm       , Twitter  , #Immersion #CaptivatingNovel           ,20,40, UK              ,0.0
2016-12-05 21:00:00,417,Drenched in nostalgia while flipping through an old family photo album. ,Neutral, FamilyHistorian , Instagram , #Nostalgia #FamilyPhotoAlbum           ,25,50, India          ,0.0
2018-02-10 23:30:00,418,Spark of inspiration ignites like a shooting star in the night sky. ,Positive, NightSkyWatcher , Facebook , #Spark #InspirationIgnited             ,30,60, Australia      ,0.7783
2023-02-15 08:30:00,419,Imbued with gratitude for the simple pleasure of a warm cup of tea. ,Positive, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18,35, Japan           ,0.836
2015-08-22 15:00:00,420,Marveling at the kaleidoscope of colors in a vibrant street market. ,Positive, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22,45, Brazil          ,0.5267
2020-11-20 18:45:00,421,Awash with serenity as the sun sets over a tranquil lakeside retreat. ,Positive, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28,55, Germany       ,0.25
2019-08-05 21:00:00,422,Drowning in sorrow as memories of lost love resurface.            ,Negative, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15,30, USA             ,-0.128
2021-02-12 16:45:00,423,Numbness sets in as the weight of loneliness grows heavier.       ,Negative, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18,35, Canada          ,-0.5994
2020-11-28 14:20:00,424,"Tears fall like raindrops, mourning the end of a cherished friendship. ",Positive, FriendshipsEnd  , Facebook , #Grief #LostFriendship                  ,22,45, UK              ,0.5994
2016-05-15 22:30:00,425,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Negative, LostInDarkness  , Instagram , #Despair #EndlessDarkness               ,28,55, Australia        ,-0.4215
2018-09-10 13:15:00,426,"Shattered by betrayal, trust crumbles like fragile glass.          ",Negative, BrokenTrust     , Twitter  , #Betrayal #ShatteredTrust               ,22,45, Germany         ,-0.2732
2022-03-20 19:30:00,427,"Aching heart, the symphony of pain plays in the silence of solitude. ",Negative, SilentSufferer  , Facebook , #Suffering #HeartacheSymphony          ,25,50, Brazil          ,-0.6705
2017-07-18 17:45:00,428,"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Negative, StormyFeelings  , Instagram , #EmotionalStorm #SadnessWhirlwind      ,30,60, India          ,-0.3182
2018-12-15 10:00:00,429,"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Negative, LingeringGhost  , Twitter  , #Regret #HauntedPast                    ,18,35, France         ,-0.7845
2015-06-28 21:15:00,430,"Torn apart by grief, the echoes of loss reverberate through the soul. ",Negative, EchoesOfLoss    , Facebook , #Grief #TornApart                       ,28,55, Italy         ,-0.7579
2020-04-02 14:20:00,431,"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Positive, WinterOfEmotions , Instagram , #Isolation #EmotionalWinter            ,35,70, Japan       ,0.1154
2019-10-08 18:30:00,432,"Soul-crushing disappointment, hopes shattered like fragile glass. ",Negative, ShatteredHopes  , Twitter  , #Disappointment #CrushedHopes          ,20,40, Spain        ,-0.2732
2016-11-22 09:45:00,433,"Painful echoes of a love once cherished, now lost in the abyss of time. ",Positive, AbyssOfTime     , Facebook , #LostLove #PainfulEchoes               ,22,45, Netherlands  ,0.5106
2022-08-18 22:00:00,434,"Heartache deepens, a solitary journey through the abyss of despair. ",Negative, SolitaryDescent , Instagram , #Despair #AbyssOfHeartache             ,40,80, South Africa ,-0.3182
2017-03-12 23:30:00,435,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Negative, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18,35, UK         ,-0.4939
2015-12-15 16:15:00,436,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Negative, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25,50, Australia   ,-0.5719
2021-09-05 13:30:00,437,"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Negative, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35,70, Canada     ,-0.6705
2018-05-22 20:45:00,438,"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Negative, StringsOfSorrow , Twitter  , #Sorrow #SymphonyOfLoss                ,18,35, Germany     ,-0.7506
2016-07-10 18:20:00,439,"Darkness descends, engulfing the soul in the shadows of despair.  ",Negative, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28,55, USA         ,-0.5106
2019-04-30 14:00:00,440,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Neutral, WhisperedDespair , Instagram , #Desperation #GlimmerOfHope            ,22,45, France    ,-0.0258
2022-01-08 11:30:00,441,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Negative, DreamsInWind    , Twitter  , #Ruins #ShatteredDreams                ,20,40, Brazil     ,-0.5106
2017-09-10 19:15:00,442,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Negative, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20,40, Australia ,-0.3182
2022-04-18 11:30:00,443,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Negative, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25,50, Canada ,-0.743
2018-12-05 21:45:00,444,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Negative, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18,35, USA ,-0.1779
2016-06-28 14:20:00,445,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Negative, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22,45, UK ,-0.4215
2019-10-22 17:00:00,446,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Negative, PalateStainer , Instagram , #Bitterness #StainedTrust ,15,30, Germany ,-0.4939
2021-03-15 22:45:00,447,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Negative, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28,55, Brazil ,-0.4019
2017-08-10 19:30:00,448,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",Negative, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22,45, France ,-0.5267
2023-01-28 14:30:00,449,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Negative, InkJournalist , Instagram , #Grief #SilentTears ,30,60, India ,-0.6249
2016-12-12 10:00:00,450,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Positive, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25,50, Italy ,0.128
2020-07-18 15:15:00,451,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Negative, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35,70, Japan ,-0.4215
2022-05-20 20:30:00,452,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Positive, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30,60, South Africa ,0.4939
2019-11-08 14:45:00,453,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",Negative, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18,35, Spain ,-0.7717
2017-03-28 22:00:00,454,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",Negative, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28,55, Australia ,-0.6597
2020-09-15 18:15:00,455,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",Negative, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22,45, Canada ,-0.2263
2018-06-10 13:30:00,456,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",Negative, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20,40, UK ,-0.1779
